movieId,average_rating
1,3.9074074074074074
2,3.282033426183844
3,3.1188524590163933
4,2.8979591836734695
5,3.096707818930041
6,3.8502691790040378
7,3.3683853459972863
8,3.369047619047619
9,3.0198237885462555
10,3.463690476190476
11,3.6508165225744476
12,2.576388888888889
13,3.3796296296296298
14,3.37987987987988
15,2.7315436241610738
16,3.7960069444444446
17,3.9541284403669725
18,3.3900293255131966
19,2.6363284275755228
20,2.885514018691589
21,3.5680835734870318
22,3.344669117647059
23,3.2389380530973453
24,3.1991341991341993
25,3.62428219852338
26,3.59748427672956
27,3.316326530612245
28,3.9623655913978495
29,3.9181636726546905
30,3.4921875
31,3.2615384615384615
32,3.8885194259712987
33,3.75
34,3.596052631578947
35,3.5120481927710845
36,3.9320266889074227
37,3.8125
38,2.606060606060606
39,3.4164564943253466
40,3.509433962264151
41,3.8452830188679243
42,3.079861111111111
43,3.4115384615384614
44,2.726094003241491
45,3.359
46,3.2614942528735633
47,4.078615334843093
48,3.0338253382533824
49,3.5357142857142856
50,4.308888888888889
51,3.25
52,3.456238361266294
53,3.1875
54,2.847826086956522
55,3.1710526315789473
56,2.25
57,3.462328767123288
58,4.013029315960912
59,3.8
60,3.1031941031941033
61,3.405982905982906
62,3.780275229357798
63,3.0
64,2.9267241379310347
65,2.390909090909091
66,1.986013986013986
67,3.6363636363636362
68,3.4240506329113924
69,3.5947955390334574
70,3.2767749699157642
71,2.4491525423728815
72,3.5569620253164556
73,3.824404761904762
74,3.2843601895734595
75,2.5384615384615383
76,2.994949494949495
77,3.7
78,2.896551724137931
79,3.1365131578947367
80,3.588235294117647
81,3.302325581395349
82,3.911290322580645
83,3.426470588235294
84,2.3
85,3.469178082191781
86,3.496153846153846
87,2.5517241379310347
88,3.1115107913669067
89,3.126829268292683
90,3.107142857142857
92,2.873076923076923
93,2.4913793103448274
94,3.50836820083682
95,3.138888888888889
96,3.652173913043478
97,3.858490566037736
98,2.3333333333333335
99,2.975
100,3.315315315315315
101,3.779527559055118
102,2.4043478260869566
103,3.3768115942028984
104,3.3867016622922135
105,3.326388888888889
106,3.2857142857142856
107,3.2545219638242893
108,3.0
109,3.0
110,4.002072968490879
111,4.050482132728304
112,3.4454545454545453
113,3.1515151515151514
114,3.65625
115,3.0
116,4.011111111111111
117,3.5074626865671643
118,3.015873015873016
119,2.738095238095238
120,2.5
121,3.6931818181818183
122,2.7875536480686693
123,4.0
124,3.3076923076923075
125,3.6888297872340425
126,2.2386363636363638
127,3.75
128,3.6
129,3.2
130,3.0
131,3.142857142857143
132,2.5867768595041323
133,3.0
134,3.25
135,2.9646464646464645
136,2.25
137,2.911764705882353
138,2.7777777777777777
139,3.0
140,3.327272727272727
141,3.4864559819413095
142,2.75
143,3.0
144,3.417624521072797
145,3.256188118811881
146,2.9574468085106385
147,3.560924369747899
148,2.6333333333333333
149,3.8859649122807016
150,3.864810466286481
151,3.519541778975741
152,2.918918918918919
153,2.8979539641943735
154,3.7597765363128492
155,3.2375
156,3.4767441860465116
157,2.857142857142857
158,2.9570871261378415
159,3.4214876033057853
160,2.632701421800948
161,3.762784090909091
162,3.9838709677419355
163,3.4325714285714284
164,3.4183266932270917
165,3.491566265060241
166,2.578125
167,3.2
168,3.1323529411764706
169,2.393939393939394
170,3.1695095948827294
171,3.5126582278481013
172,2.7589403973509934
173,2.5891304347826085
174,2.3442622950819674
175,3.479779411764706
176,3.8089430894308944
177,2.817829457364341
178,3.6538461538461537
179,2.5806451612903225
180,3.582627118644068
181,1.931547619047619
182,3.090909090909091
183,3.465909090909091
184,3.0
185,3.1368573497465606
186,2.9581430745814306
187,3.2222222222222223
188,3.282608695652174
189,3.0535714285714284
190,3.625
191,2.652941176470588
192,3.5714285714285716
193,2.221505376344086
194,3.7822349570200573
195,3.15
196,2.852480417754569
197,2.9375
198,3.4257425742574257
199,4.0060975609756095
200,2.727272727272727
201,3.125
202,3.3275862068965516
203,3.0873015873015874
204,2.92814371257485
205,3.512987012987013
206,3.3515625
207,3.3717105263157894
208,2.878549848942598
209,2.8552631578947367
210,3.15
211,3.4545454545454546
212,2.533333333333333
213,3.924107142857143
214,4.048387096774194
215,3.84375
216,3.176094890510949
217,2.517543859649123
218,3.2044444444444444
219,3.6097560975609757
220,2.411764705882353
222,3.580965909090909
223,3.832413793103448
224,3.528361344537815
225,3.3163120567375888
226,3.6666666666666665
227,3.081818181818182
228,2.72
229,3.4820143884892087
230,3.6272935779816513
231,2.9483358171882763
232,4.024316109422492
233,3.553977272727273
234,2.7231638418079096
235,3.678453038674033
236,3.3394160583941606
237,3.2621776504297992
238,3.1574074074074074
239,3.0929203539823007
240,2.7142857142857144
241,2.8452380952380953
242,3.4782608695652173
243,2.7
244,2.5
245,3.1052631578947367
246,3.9610927152317883
247,3.8076923076923075
248,2.9640883977900554
249,3.586872586872587
250,3.1538461538461537
251,3.138888888888889
252,3.209515859766277
253,3.508897818599311
254,2.9833333333333334
255,2.4310344827586206
256,2.676829268292683
257,3.418141592920354
258,2.668141592920354
259,3.02755905511811
260,4.104235683861808
261,3.63884007029877
262,3.7966101694915255
263,3.764705882352941
264,3.4583333333333335
265,3.919236417033774
266,3.530078895463511
267,2.978165938864629
268,3.375
269,3.4642857142857144
270,3.242424242424242
271,3.4206349206349205
272,3.707175925925926
273,3.1735632183908047
274,2.9047619047619047
275,2.7195121951219514
276,2.931486880466472
277,3.37279843444227
278,3.1041666666666665
279,3.7142857142857144
280,3.729390681003584
281,3.514957264957265
282,3.416795069337442
283,3.0
284,3.0
285,2.0
286,1.75
287,3.074074074074074
288,3.236914600550964
289,3.3152173913043477
290,3.961206896551724
292,3.409762363519589
293,4.094600938967136
294,3.210526315789474
295,2.7903225806451615
296,4.19183548189073
297,3.15
298,3.727272727272727
299,3.6902985074626864
300,3.6638152266894783
301,3.5892857142857144
302,3.62
303,2.996083550913838
304,3.3095238095238093
305,2.643979057591623
306,4.021939953810624
307,3.890374331550802
308,3.911764705882353
309,3.8214285714285716
310,2.875
311,2.5
312,2.4375
313,2.9831460674157304
314,3.7987551867219915
315,2.995275590551181
316,3.3512658227848102
317,3.19916142557652
318,4.428298471440065
319,3.7655172413793103
320,3.4411764705882355
321,3.557377049180328
322,3.907185628742515
324,3.696969696969697
325,2.6048387096774195
326,4.108108108108108
327,2.8391959798994977
328,3.3112582781456954
329,3.3078913324708927
330,2.67032967032967
331,3.414285714285714
332,2.8333333333333335
333,3.370944992947814
334,3.7183098591549295
335,3.38
336,3.0454545454545454
337,3.7298578199052135
338,2.947478991596639
339,3.522695035460993
340,3.4696969696969697
341,3.519230769230769
342,3.53204172876304
343,2.8055555555555554
344,2.9724558452481076
345,3.65370705244123
346,3.418181818181818
347,3.4744897959183674
348,3.6594360086767894
349,3.6369012418687165
350,3.4735421166306697
351,3.3449074074074074
352,3.449367088607595
353,3.5706243602865917
354,3.152173913043478
355,2.4447322970639034
356,4.0462
357,3.593520782396088
358,3.327067669172932
359,3.3461538461538463
360,2.7304347826086954
361,3.344178082191781
362,3.413793103448276
363,4.052083333333333
364,3.843069873997709
365,3.0297619047619047
366,3.0112359550561796
367,3.1863699582753826
368,3.412721893491124
369,3.306451612903226
370,3.0036363636363634
371,3.3373015873015874
372,3.2311111111111113
373,3.752577319587629
374,2.486348122866894
375,3.3214285714285716
376,3.33974358974359
377,3.5108225108225106
378,3.217857142857143
379,2.744744744744745
380,3.525439938791125
381,3.3763636363636365
382,3.045886075949367
383,3.1792452830188678
384,2.8666666666666667
385,3.6666666666666665
386,2.7777777777777777
387,2.8076923076923075
388,3.6538461538461537
389,3.5
390,3.558333333333333
391,3.3846153846153846
392,3.6470588235294117
393,1.9577464788732395
394,3.6
395,3.0
396,1.75
397,2.5
398,2.75
400,1.6666666666666667
401,3.5
402,2.4166666666666665
403,1.0
404,4.5
405,2.515873015873016
406,3.0
407,3.4722222222222223
408,3.1136363636363638
409,3.2222222222222223
410,3.0234234234234236
411,4.0
412,3.440677966101695
413,2.7967359050445104
414,2.76271186440678
415,2.8875739644970415
416,3.009433962264151
417,3.5433526011560694
418,2.764705882352941
419,2.478515625
420,2.7947548460661347
421,3.3967391304347827
422,3.2794117647058822
423,3.072
424,2.7142857142857144
425,3.341463414634146
426,3.1320224719101124
427,2.668421052631579
428,3.8420195439739415
429,2.269230769230769
430,2.611111111111111
431,3.7014134275618376
432,2.7134146341463414
433,2.8241758241758244
434,3.060552407932011
435,2.5921521997621877
436,2.5785714285714287
437,2.734375
438,2.7573529411764706
439,2.1666666666666665
440,3.6273458445040214
441,3.6669941060903732
442,3.0833333333333335
443,3.445945945945946
444,2.4375
445,2.8922413793103448
446,3.757575757575758
447,2.888888888888889
448,3.4836601307189543
449,3.1222222222222222
450,3.3795180722891565
451,3.09375
452,3.4672131147540983
453,3.096774193548387
454,3.5282708744247206
455,2.6992337164750957
456,3.8596491228070176
457,3.994550858652576
458,3.17
459,2.818840579710145
460,2.4148936170212765
461,3.2254901960784315
462,2.1818181818181817
463,2.975
464,2.85
465,3.1923076923076925
466,2.9290407358738504
467,3.3529411764705883
468,3.2866323907455013
469,3.134920634920635
470,2.0625
471,3.64451313755796
472,3.054054054054054
