movieId,average_rating
3589,0.5
4309,0.5
4311,0.5
4358,0.5
4460,0.5
4904,0.5
5154,0.5
5204,0.5
5514,0.5
5700,0.5
5880,0.5
6043,0.5
6147,0.5
6353,0.5
6634,0.5
6647,0.5
6937,0.5
7204,0.5
7282,0.5
8055,0.5
8450,0.5
8954,0.5
27781,0.5
31284,0.5
41704,0.5
43289,0.5
47165,0.5
47815,0.5
47980,0.5
63119,0.5
65667,0.5
66592,0.5
69666,0.5
70824,0.5
79424,0.5
79644,0.5
82097,0.5
83956,0.5
84498,0.5
88764,0.5
89281,0.5
89872,0.5
89973,0.5
92518,0.5
97029,0.5
98834,0.5
99246,0.5
99638,0.5
99724,0.5
100060,0.5
102604,0.5
102817,0.5
103452,0.5
105135,0.5
105252,0.5
106238,0.5
107368,0.5
107704,0.5
107737,0.5
108811,0.5
109034,0.5
109321,0.5
111109,0.5
112072,0.5
112974,0.5
113866,0.5
114013,0.5
114093,0.5
114489,0.5
115242,0.5
115357,0.5
116257,0.5
117148,0.5
117498,0.5
118097,0.5
118764,0.5
119874,0.5
120222,0.5
120950,0.5
121103,0.5
121117,0.5
122519,0.5
122559,0.5
123165,0.5
123405,0.5
124348,0.5
125389,0.5
125938,0.5
126418,0.5
127652,0.5
129474,0.5
129786,0.5
131562,0.5
131586,0.5
131826,0.5
132356,0.5
132610,0.5
132719,0.5
133119,0.5
133121,0.5
133223,0.5
133345,0.5
134427,0.5
135166,0.5
135693,0.5
135765,0.5
136217,0.5
136548,0.5
136632,0.5
136846,0.5
138120,0.5
138528,0.5
138570,0.5
138650,0.5
139002,0.5
139062,0.5
139068,0.5
139114,0.5
139291,0.5
139301,0.5
139533,0.5
139779,0.5
140435,0.5
140451,0.5
140707,0.5
141133,0.5
141416,0.5
141908,0.5
141970,0.5
141988,0.5
141994,0.5
142246,0.5
142248,0.5
142538,0.5
142596,0.5
142691,0.5
142943,0.5
143249,0.5
143523,0.5
143559,0.5
144146,0.5
144700,0.5
144748,0.5
145915,0.5
145955,0.5
146052,0.5
146366,0.5
147364,0.5
148110,0.5
148614,0.5
148803,0.5
149522,0.5
149719,0.5
150278,0.5
150848,0.5
151222,0.5
151365,0.5
151755,0.5
151789,0.5
151987,0.5
152376,0.5
152493,0.5
152755,0.5
153518,0.5
153646,0.5
153778,0.5
153810,0.5
153816,0.5
153871,0.5
155370,0.5
155376,0.5
156840,0.5
156855,0.5
156898,0.5
157557,0.5
